team,year,conference,is_national_champion,conference_champion,firstDowns,firstDownsOpponent,fourthDownConversions,fourthDownConversionsOpponent,fourthDowns,fourthDownsOpponent,fumblesLost,fumblesLostOpponent,fumblesRecovered,fumblesRecoveredOpponent,games,interceptionTDs,interceptionTDsOpponent,interceptionYards,interceptionYardsOpponent,interceptions,interceptionsOpponent,kickReturnTDs,kickReturnTDsOpponent,kickReturnYards,kickReturnYardsOpponent,kickReturns,kickReturnsOpponent,netPassingYards,netPassingYardsOpponent,passAttempts,passAttemptsOpponent,passCompletions,passCompletionsOpponent,passesIntercepted,passesInterceptedOpponent,passingTDs,passingTDsOpponent,penalties,penaltiesOpponent,penaltyYards,penaltyYardsOpponent,possessionTime,possessionTimeOpponent,puntReturnTDs,puntReturnTDsOpponent,puntReturnYards,puntReturnYardsOpponent,puntReturns,puntReturnsOpponent,rushingAttempts,rushingAttemptsOpponent,rushingTDs,rushingTDsOpponent,rushingYards,rushingYardsOpponent,sacks,sacksOpponent,tacklesForLoss,tacklesForLossOpponent,thirdDownConversions,thirdDownConversionsOpponent,thirdDowns,thirdDownsOpponent,totalYards,totalYardsOpponent,turnovers,turnoversOpponent,win_percentage,yards_per_game,yards_allowed_per_game,yard_differential,turnover_margin,first_down_differential,third_down_conversion_rate,fourth_down_conversion_rate,rushing_yards_per_attempt,passing_yards_per_attempt,completion_percentage,offensive_efficiency,defensive_efficiency,win_strength,consistency_score,pythagorean_expectation,margin_of_victory,turnovers_per_game,turnover_margin_per_game,offensive_balance,defensive_pressure,conference_strength,conference_rank,conference_dominance,prev_year_win_pct,prev_year_yards_per_game,prev_year_yard_differential,win_pct_3yr,yards_per_game_3yr,win_pct_trend
Memphis,2019.0,AAC,0.0,None,325.0,282.0,14.0,15.0,24.0,31.0,9.0,8.0,13.0,17.0,14.0,1.0,1.0,53.0,238.0,11.0,11.0,3.0,0.0,1206.0,557.0,46.0,32.0,4177.0,2742.0,441.0,413.0,281.0,219.0,11.0,11.0,33.0,15.0,103.0,90.0,839.0,802.0,25713.0,24674.0,1.0,1.0,187.0,107.0,26.0,16.0,551.0,586.0,32.0,27.0,2614.0,2627.0,42.0,33.0,100.0,127.0,89.0,84.0,194.0,211.0,6791.0,5369.0,20.0,19.0,,485.07142857142856,383.5,1422.0,-1.0,43.0,0.4587628865979381,0.5833333333333334,4.7441016333938295,9.471655328798184,0.63718820861678,485.07142857142856,383.5,,,0.6357226805558892,101.57142857142857,1.4285714285714286,-0.07142857142857142,0.3849212192607863,142.0,,,,,522.6428571428571,1323.0,,503.85714285714283,
Memphis,2020.0,AAC,0.0,None,259.0,248.0,14.0,22.0,24.0,33.0,8.0,8.0,8.0,8.0,11.0,0.0,2.0,58.0,128.0,10.0,12.0,0.0,0.0,484.0,331.0,27.0,19.0,3383.0,3128.0,421.0,423.0,253.0,266.0,12.0,10.0,31.0,24.0,61.0,64.0,520.0,598.0,19116.0,20250.0,1.0,0.0,188.0,53.0,21.0,9.0,395.0,412.0,9.0,13.0,1597.0,1596.0,26.0,21.0,67.0,68.0,77.0,58.0,172.0,160.0,4980.0,4724.0,18.0,20.0,,452.72727272727275,429.45454545454544,256.0,2.0,11.0,0.4476744186046512,0.5833333333333334,4.0430379746835445,8.035629453681711,0.6009501187648456,452.72727272727275,429.45454545454544,,,0.5312278915752467,23.272727272727273,1.6363636363636365,0.18181818181818182,0.32068273092369476,93.0,,,,,485.07142857142856,1422.0,,486.81385281385275,
Memphis,2021.0,AAC,0.0,None,270.0,277.0,22.0,17.0,38.0,26.0,8.0,5.0,11.0,11.0,12.0,0.0,0.0,41.0,148.0,11.0,9.0,0.0,0.0,678.0,489.0,33.0,28.0,3585.0,3007.0,445.0,437.0,268.0,277.0,9.0,11.0,26.0,22.0,58.0,82.0,475.0,764.0,19227.0,23973.0,1.0,0.0,131.0,79.0,10.0,13.0,416.0,489.0,18.0,22.0,1645.0,2009.0,27.0,29.0,68.0,67.0,71.0,97.0,175.0,202.0,5230.0,5016.0,19.0,14.0,,435.8333333333333,418.0,214.0,-5.0,-7.0,0.4057142857142857,0.5789473684210527,3.954326923076923,8.0561797752809,0.6022471910112359,435.8333333333333,418.0,,,0.5247335423515422,17.833333333333332,1.5833333333333333,-0.4166666666666667,0.31453154875717015,95.0,,,,,452.72727272727275,256.0,,457.8773448773449,
Memphis,2022.0,AAC,0.0,None,293.0,252.0,13.0,11.0,24.0,24.0,8.0,6.0,11.0,15.0,13.0,3.0,1.0,255.0,99.0,8.0,16.0,0.0,1.0,673.0,896.0,29.0,38.0,3641.0,3137.0,455.0,449.0,291.0,282.0,16.0,8.0,23.0,24.0,53.0,68.0,480.0,597.0,24061.0,22739.0,1.0,1.0,255.0,193.0,27.0,14.0,493.0,449.0,30.0,17.0,1851.0,1587.0,21.0,37.0,60.0,79.0,88.0,79.0,194.0,191.0,5492.0,4724.0,16.0,22.0,,422.46153846153845,363.38461538461536,768.0,6.0,41.0,0.4536082474226804,0.5416666666666666,3.7545638945233266,8.002197802197802,0.6395604395604395,422.46153846153845,363.38461538461536,,,0.5883161364905487,59.07692307692308,1.2307692307692308,0.46153846153846156,0.3370356882738529,81.0,,,,,435.8333333333333,214.0,,437.0073815073815,
Memphis,2023.0,AAC,0.0,None,295.0,261.0,18.0,9.0,28.0,31.0,5.0,9.0,9.0,5.0,13.0,3.0,1.0,205.0,121.0,10.0,11.0,0.0,0.0,566.0,896.0,27.0,46.0,3984.0,3484.0,481.0,432.0,321.0,261.0,11.0,10.0,33.0,25.0,53.0,65.0,536.0,564.0,24285.0,22511.0,0.0,0.0,118.0,86.0,16.0,11.0,429.0,446.0,31.0,21.0,1976.0,2034.0,23.0,19.0,74.0,61.0,78.0,55.0,172.0,165.0,5960.0,5518.0,15.0,20.0,,458.46153846153845,424.46153846153845,442.0,5.0,34.0,0.4534883720930232,0.6428571428571429,4.606060606060606,8.282744282744282,0.6673596673596673,458.46153846153845,424.46153846153845,,,0.545528628511786,34.0,1.1538461538461537,0.38461538461538464,0.3315436241610738,97.0,,,,,422.46153846153845,768.0,,438.9188034188034,
Memphis,2024.0,AAC,0.0,None,300.0,226.0,12.0,17.0,23.0,28.0,2.0,15.0,14.0,4.0,13.0,0.0,1.0,138.0,91.0,6.0,11.0,0.0,0.0,225.0,89.0,13.0,5.0,3516.0,3348.0,479.0,457.0,310.0,275.0,11.0,6.0,25.0,17.0,69.0,77.0,624.0,602.0,25922.0,20878.0,0.0,0.0,177.0,59.0,14.0,9.0,444.0,367.0,33.0,21.0,2276.0,1453.0,25.0,19.0,74.0,58.0,82.0,68.0,179.0,178.0,5792.0,4801.0,8.0,26.0,,445.53846153846155,369.3076923076923,991.0,18.0,74.0,0.4581005586592179,0.5217391304347826,5.126126126126126,7.340292275574113,0.6471816283924844,445.53846153846155,369.3076923076923,,,0.6093875676335251,76.23076923076923,0.6153846153846154,1.3846153846153846,0.39295580110497236,99.0,,,,,458.46153846153845,442.0,,442.1538461538462,
Miami (FL),2018.0,ACC,0.0,None,221.0,205.0,10.0,7.0,23.0,15.0,12.0,9.0,6.0,12.0,13.0,2.0,1.0,230.0,292.0,14.0,16.0,0.0,0.0,673.0,540.0,29.0,24.0,2174.0,1763.0,355.0,317.0,181.0,169.0,16.0,14.0,19.0,11.0,73.0,62.0,602.0,612.0,22550.0,24193.0,3.0,1.0,436.0,221.0,22.0,22.0,479.0,525.0,25.0,15.0,2475.0,1853.0,40.0,25.0,134.0,67.0,72.0,47.0,178.0,187.0,4649.0,3616.0,26.0,25.0,,357.61538461538464,278.15384615384613,1033.0,-1.0,16.0,0.4044943820224719,0.4347826086956521,5.167014613778706,6.123943661971831,0.5098591549295775,357.61538461538464,278.15384615384613,,,0.6446358096998017,79.46153846153847,2.0,-0.07692307692307693,0.5323725532372553,174.0,,,,,394.43589743589746,134.5,,357.61538461538464,
Miami (FL),2019.0,ACC,0.0,None,252.0,218.0,13.0,12.0,25.0,17.0,7.0,10.0,18.0,11.0,13.0,0.0,0.0,136.0,94.0,10.0,10.0,0.0,0.0,511.0,670.0,25.0,28.0,3239.0,2538.0,437.0,379.0,255.0,208.0,10.0,10.0,27.0,16.0,91.0,98.0,782.0,866.0,23558.0,23242.0,0.0,0.0,299.0,132.0,21.0,24.0,407.0,470.0,16.0,13.0,1535.0,1490.0,55.0,73.0,150.0,93.0,44.0,75.0,164.0,202.0,4774.0,4028.0,17.0,20.0,,367.2307692307692,309.84615384615387,746.0,3.0,34.0,0.2682926829268293,0.52,3.7714987714987713,7.411899313501144,0.5835240274599542,367.2307692307692,309.84615384615387,,,0.5993355883751373,57.38461538461539,1.3076923076923077,0.23076923076923078,0.32153330540427316,205.0,,,,,357.61538461538464,1033.0,,362.4230769230769,
Miami (FL),2020.0,ACC,0.0,None,250.0,257.0,13.0,10.0,19.0,17.0,6.0,9.0,9.0,6.0,11.0,0.0,0.0,11.0,79.0,6.0,7.0,0.0,1.0,452.0,401.0,22.0,17.0,3050.0,2577.0,381.0,380.0,239.0,240.0,7.0,6.0,26.0,20.0,86.0,84.0,794.0,743.0,17950.0,21198.0,0.0,0.0,52.0,59.0,15.0,8.0,419.0,421.0,18.0,16.0,1800.0,1921.0,31.0,31.0,93.0,87.0,65.0,62.0,162.0,163.0,4850.0,4498.0,12.0,16.0,,440.90909090909093,408.90909090909093,352.0,4.0,-7.0,0.4012345679012346,0.6842105263157895,4.2959427207637235,8.005249343832022,0.6272965879265092,440.90909090909093,408.90909090909093,,,0.5445241674788394,32.0,1.0909090909090908,0.36363636363636365,0.3711340206185567,124.0,,,,,367.2307692307692,746.0,,388.5850815850816,
Miami (FL),2021.0,ACC,0.0,None,292.0,247.0,15.0,10.0,21.0,21.0,7.0,3.0,3.0,6.0,12.0,1.0,0.0,113.0,37.0,10.0,8.0,0.0,2.0,306.0,673.0,19.0,27.0,3854.0,3007.0,464.0,436.0,295.0,270.0,8.0,10.0,30.0,21.0,87.0,93.0,763.0,868.0,19738.0,23462.0,0.0,0.0,199.0,60.0,21.0,15.0,415.0,429.0,20.0,16.0,1532.0,1668.0,33.0,30.0,93.0,82.0,73.0,77.0,174.0,194.0,5386.0,4675.0,17.0,11.0,,448.8333333333333,389.5833333333333,711.0,-6.0,45.0,0.4195402298850574,0.7142857142857143,3.6915662650602408,8.306034482758621,0.6357758620689655,448.8333333333333,389.5833333333333,,,0.5831042949042304,59.25,1.4166666666666667,-0.5,0.2844411437059042,126.0,,,,,440.90909090909093,352.0,,418.9910644910645,
Miami (FL),2022.0,ACC,0.0,None,254.0,223.0,9.0,9.0,22.0,14.0,13.0,8.0,12.0,19.0,12.0,2.0,2.0,136.0,153.0,12.0,14.0,1.0,0.0,930.0,237.0,35.0,14.0,2879.0,2791.0,413.0,334.0,256.0,203.0,13.0,11.0,18.0,20.0,84.0,73.0,715.0,659.0,22111.0,21089.0,0.0,0.0,125.0,69.0,13.0,16.0,414.0,428.0,12.0,18.0,1537.0,1720.0,37.0,36.0,83.0,70.0,67.0,68.0,166.0,162.0,4416.0,4511.0,25.0,22.0,,368.0,375.9166666666667,-95.0,-3.0,31.0,0.4036144578313253,0.4090909090909091,3.71256038647343,6.9709443099273605,0.6198547215496368,368.0,375.9166666666667,,,0.4873915779900154,-7.916666666666667,2.0833333333333335,-0.25,0.34805253623188404,120.0,,,,,448.8333333333333,711.0,,419.24747474747477,
Miami (FL),2023.0,ACC,0.0,None,285.0,221.0,11.0,7.0,21.0,15.0,8.0,6.0,6.0,9.0,13.0,1.0,0.0,118.0,168.0,14.0,12.0,1.0,0.0,791.0,344.0,33.0,16.0,3354.0,2808.0,436.0,396.0,283.0,225.0,12.0,14.0,23.0,16.0,79.0,77.0,751.0,649.0,24860.0,21940.0,0.0,1.0,79.0,95.0,12.0,12.0,440.0,412.0,24.0,18.0,2251.0,1373.0,34.0,16.0,83.0,59.0,67.0,64.0,164.0,177.0,5605.0,4181.0,22.0,18.0,,431.15384615384613,321.61538461538464,1424.0,-4.0,64.0,0.4085365853658536,0.5238095238095238,5.115909090909091,7.692660550458716,0.6490825688073395,431.15384615384613,321.61538461538464,,,0.667004405756901,109.53846153846153,1.6923076923076923,-0.3076923076923077,0.4016057091882248,117.0,,,,,368.0,-95.0,,415.9957264957265,
Miami (FL),2024.0,ACC,0.0,None,352.0,237.0,13.0,16.0,20.0,28.0,8.0,4.0,4.0,8.0,13.0,1.0,1.0,220.0,154.0,8.0,14.0,0.0,2.0,559.0,624.0,25.0,25.0,4527.0,2787.0,489.0,416.0,328.0,240.0,14.0,8.0,41.0,22.0,86.0,66.0,865.0,514.0,25518.0,21282.0,0.0,0.0,128.0,74.0,17.0,9.0,430.0,389.0,30.0,16.0,2459.0,1469.0,35.0,23.0,83.0,46.0,90.0,60.0,162.0,164.0,6986.0,4256.0,16.0,18.0,,537.3846153846154,327.38461538461536,2730.0,2.0,115.0,0.5555555555555556,0.65,5.71860465116279,9.25766871165644,0.6707566462167689,537.3846153846154,327.38461538461536,,,0.7639611982605402,210.0,1.2307692307692308,0.15384615384615385,0.35198969367306043,118.0,,,,,431.15384615384613,1424.0,,445.5128205128205,
Miami (OH),2018.0,Mid-American,0.0,None,228.0,248.0,17.0,12.0,28.0,18.0,5.0,8.0,8.0,5.0,12.0,1.0,0.0,58.0,68.0,5.0,8.0,1.0,0.0,874.0,310.0,34.0,17.0,2547.0,2502.0,376.0,364.0,226.0,212.0,8.0,5.0,17.0,21.0,78.0,81.0,696.0,777.0,21871.0,21329.0,0.0,1.0,32.0,181.0,12.0,15.0,442.0,479.0,24.0,19.0,1917.0,1916.0,26.0,20.0,78.0,67.0,67.0,69.0,179.0,173.0,4464.0,4418.0,10.0,16.0,,372.0,368.1666666666667,46.0,6.0,-20.0,0.3743016759776536,0.6071428571428571,4.33710407239819,6.773936170212766,0.601063829787234,372.0,368.1666666666667,,,0.5061368779566866,3.8333333333333335,0.8333333333333334,0.5,0.42943548387096775,104.0,,,,,394.43589743589746,134.5,,372.0,
Miami (OH),2019.0,Mid-American,0.0,None,216.0,300.0,6.0,15.0,17.0,29.0,8.0,9.0,15.0,14.0,14.0,3.0,2.0,219.0,182.0,10.0,11.0,0.0,0.0,881.0,379.0,41.0,17.0,2495.0,2929.0,337.0,436.0,183.0,259.0,11.0,10.0,11.0,26.0,80.0,100.0,683.0,810.0,23736.0,26664.0,1.0,0.0,313.0,303.0,23.0,26.0,533.0,578.0,22.0,24.0,1833.0,2418.0,49.0,50.0,134.0,129.0,67.0,82.0,201.0,203.0,4328.0,5347.0,18.0,20.0,,309.14285714285717,381.92857142857144,-1019.0,2.0,-84.0,0.3333333333333333,0.3529411764705882,3.4390243902439024,7.403560830860534,0.543026706231454,309.14285714285717,381.92857142857144,,,0.37728469669954695,-72.78571428571429,1.2857142857142858,0.14285714285714285,0.42352125693160814,183.0,,,,,372.0,46.0,,340.57142857142856,
Miami (OH),2020.0,Mid-American,0.0,None,56.0,62.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,80.0,0.0,1.0,2.0,0.0,0.0,50.0,225.0,3.0,13.0,715.0,803.0,85.0,86.0,47.0,52.0,2.0,1.0,8.0,6.0,18.0,15.0,182.0,130.0,5171.0,5527.0,0.0,0.0,50.0,0.0,5.0,3.0,100.0,109.0,2.0,5.0,381.0,378.0,13.0,4.0,20.0,16.0,17.0,18.0,42.0,39.0,1096.0,1181.0,2.0,2.0,,365.3333333333333,393.6666666666667,-85.0,0.0,-6.0,0.4047619047619047,0.6666666666666666,3.81,8.411764705882353,0.5529411764705883,365.3333333333333,393.6666666666667,,,0.4558588131878188,-28.333333333333332,0.6666666666666666,0.0,0.3476277372262774,33.0,,,,,309.14285714285717,-1019.0,,348.8253968253968,
Miami (OH),2021.0,Mid-American,0.0,None,279.0,259.0,9.0,11.0,21.0,21.0,4.0,8.0,8.0,5.0,13.0,1.0,0.0,87.0,30.0,8.0,9.0,0.0,0.0,395.0,690.0,27.0,39.0,3621.0,2893.0,427.0,383.0,247.0,235.0,9.0,8.0,32.0,21.0,87.0,75.0,790.0,701.0,23217.0,23583.0,0.0,0.0,118.0,88.0,13.0,11.0,452.0,476.0,15.0,18.0,1919.0,1896.0,38.0,21.0,102.0,61.0,70.0,67.0,176.0,179.0,5540.0,4789.0,12.0,17.0,,426.15384615384613,368.38461538461536,751.0,5.0,20.0,0.3977272727272727,0.4285714285714285,4.245575221238938,8.480093676814988,0.5784543325526932,426.15384615384613,368.38461538461536,,,0.5854639639279721,57.76923076923077,0.9230769230769231,0.38461538461538464,0.3463898916967509,140.0,,,,,365.3333333333333,-85.0,,366.87667887667885,
Miami (OH),2022.0,Mid-American,0.0,None,223.0,261.0,11.0,10.0,22.0,18.0,6.0,11.0,13.0,8.0,13.0,1.0,0.0,173.0,87.0,5.0,11.0,0.0,1.0,299.0,525.0,18.0,25.0,2152.0,3083.0,337.0,445.0,184.0,273.0,11.0,5.0,15.0,17.0,71.0,77.0,628.0,745.0,23410.0,23370.0,0.0,0.0,172.0,69.0,24.0,23.0,483.0,452.0,14.0,17.0,1831.0,1767.0,28.0,38.0,57.0,75.0,59.0,75.0,185.0,187.0,3983.0,4850.0,11.0,22.0,,306.38461538461536,373.0769230769231,-867.0,11.0,-38.0,0.3189189189189189,0.5,3.790890269151139,6.385756676557864,0.5459940652818991,306.38461538461536,373.0769230769231,,,0.38538437494568456,-66.6923076923077,0.8461538461538461,0.8461538461538461,0.45970374089882,85.0,,,,,426.15384615384613,751.0,,365.95726495726495,
Miami (OH),2023.0,Mid-American,0.0,None,214.0,252.0,4.0,14.0,13.0,32.0,9.0,7.0,6.0,9.0,14.0,0.0,1.0,130.0,84.0,7.0,11.0,0.0,0.0,522.0,317.0,26.0,18.0,2316.0,2775.0,294.0,423.0,165.0,249.0,11.0,7.0,16.0,12.0,66.0,94.0,547.0,824.0,24891.0,25343.0,0.0,0.0,299.0,26.0,25.0,20.0,503.0,509.0,23.0,12.0,2213.0,1851.0,35.0,24.0,74.0,66.0,60.0,57.0,167.0,193.0,4529.0,4626.0,16.0,18.0,,323.5,330.42857142857144,-97.0,2.0,-38.0,0.3592814371257485,0.3076923076923077,4.399602385685885,7.877551020408164,0.5612244897959183,323.5,330.42857142857144,,,0.4874467345507925,-6.928571428571429,1.1428571428571428,0.14285714285714285,0.4886288363877236,109.0,,,,,306.38461538461536,-867.0,,352.0128205128205,
Miami (OH),2024.0,Mid-American,0.0,None,235.0,281.0,5.0,10.0,11.0,21.0,5.0,10.0,10.0,6.0,14.0,0.0,1.0,162.0,144.0,12.0,13.0,0.0,0.0,544.0,400.0,30.0,25.0,3044.0,2709.0,398.0,464.0,225.0,268.0,13.0,12.0,23.0,10.0,74.0,69.0,585.0,587.0,24424.0,25976.0,0.0,0.0,100.0,64.0,19.0,19.0,407.0,487.0,14.0,20.0,1904.0,1932.0,29.0,29.0,74.0,69.0,55.0,84.0,163.0,198.0,4948.0,4641.0,17.0,23.0,,353.42857142857144,331.5,307.0,6.0,-46.0,0.3374233128834356,0.4545454545454545,4.678132678132678,7.648241206030151,0.5653266331658291,353.42857142857144,331.5,,,0.5378790378246924,21.928571428571427,1.2142857142857142,0.42857142857142855,0.38480194017784963,103.0,,,,,323.5,-97.0,,327.77106227106225,
Michigan,2018.0,B1G,0.0,None,276.0,204.0,9.0,11.0,19.0,20.0,3.0,6.0,6.0,3.0,13.0,4.0,1.0,274.0,143.0,9.0,11.0,1.0,1.0,533.0,489.0,27.0,27.0,2761.0,1842.0,340.0,329.0,219.0,162.0,11.0,9.0,24.0,13.0,86.0,74.0,806.0,716.0,26529.0,19845.0,1.0,2.0,287.0,219.0,28.0,19.0,547.0,446.0,26.0,16.0,2643.0,1724.0,34.0,23.0,90.0,61.0,88.0,59.0,184.0,173.0,5404.0,3566.0,12.0,17.0,,415.6923076923077,274.3076923076923,1838.0,5.0,72.0,0.4782608695652174,0.4736842105263157,4.83180987202925,8.120588235294118,0.6441176470588236,415.6923076923077,274.3076923076923,,,0.728138179838912,141.3846153846154,0.9230769230769231,0.38461538461538464,0.4890821613619541,124.0,,,,,394.43589743589746,134.5,,415.6923076923077,
Michigan,2019.0,B1G,0.0,None,286.0,225.0,12.0,13.0,22.0,22.0,11.0,11.0,18.0,17.0,13.0,0.0,0.0,31.0,36.0,9.0,9.0,1.0,1.0,665.0,440.0,27.0,36.0,3261.0,2412.0,410.0,345.0,228.0,198.0,9.0,9.0,25.0,16.0,80.0,96.0,649.0,850.0,23032.0,23768.0,0.0,0.0,271.0,134.0,37.0,18.0,495.0,501.0,26.0,20.0,1959.0,1583.0,49.0,33.0,102.0,75.0,68.0,59.0,175.0,182.0,5220.0,3995.0,20.0,20.0,,401.53846153846155,307.3076923076923,1225.0,0.0,61.0,0.3885714285714285,0.5454545454545454,3.9575757575757575,7.953658536585366,0.5560975609756098,401.53846153846155,307.3076923076923,,,0.6533654486810212,94.23076923076923,1.5384615384615385,0.0,0.37528735632183907,151.0,,,,,415.6923076923077,1838.0,,408.61538461538464,
Michigan,2020.0,B1G,0.0,None,116.0,144.0,4.0,5.0,9.0,7.0,2.0,1.0,1.0,2.0,6.0,0.0,0.0,18.0,91.0,4.0,1.0,1.0,0.0,514.0,144.0,22.0,7.0,1502.0,1530.0,213.0,207.0,123.0,123.0,1.0,4.0,9.0,12.0,35.0,32.0,345.0,285.0,9185.0,12345.0,0.0,0.0,47.0,29.0,7.0,6.0,172.0,258.0,12.0,14.0,787.0,1072.0,9.0,8.0,20.0,26.0,27.0,43.0,75.0,93.0,2289.0,2602.0,6.0,2.0,,381.5,433.6666666666667,-313.0,-4.0,-28.0,0.36,0.4444444444444444,4.575581395348837,7.051643192488263,0.5774647887323944,381.5,433.6666666666667,,,0.42464056853115734,-52.166666666666664,1.0,-0.6666666666666666,0.3438182612494539,29.0,,,,,401.53846153846155,1225.0,,399.5769230769231,
Michigan,2021.0,B1G,0.0,None,305.0,239.0,14.0,16.0,27.0,32.0,5.0,8.0,9.0,6.0,14.0,1.0,0.0,101.0,61.0,9.0,8.0,1.0,0.0,570.0,170.0,27.0,21.0,3202.0,2862.0,395.0,455.0,248.0,258.0,8.0,9.0,21.0,17.0,68.0,73.0,581.0,649.0,26344.0,24056.0,0.0,0.0,364.0,35.0,36.0,9.0,575.0,484.0,39.0,11.0,3001.0,1770.0,34.0,14.0,71.0,33.0,87.0,75.0,190.0,217.0,6203.0,4632.0,14.0,16.0,,443.07142857142856,330.85714285714283,1571.0,2.0,66.0,0.4578947368421052,0.5185185185185185,5.219130434782609,8.106329113924051,0.6278481012658228,443.07142857142856,330.85714285714283,,,0.6664439237022858,112.21428571428571,1.0,0.14285714285714285,0.48379816217959054,105.0,,,,,381.5,-313.0,,408.7032967032967,
Michigan,2022.0,B1G,0.0,None,326.0,216.0,18.0,9.0,21.0,28.0,4.0,4.0,5.0,6.0,14.0,1.0,3.0,168.0,117.0,6.0,14.0,0.0,0.0,401.0,442.0,20.0,25.0,3078.0,2719.0,370.0,457.0,238.0,256.0,14.0,6.0,24.0,11.0,58.0,62.0,448.0,630.0,28389.0,22011.0,1.0,1.0,281.0,83.0,33.0,9.0,600.0,421.0,41.0,10.0,3344.0,1371.0,37.0,17.0,68.0,59.0,84.0,67.0,186.0,198.0,6422.0,4090.0,10.0,18.0,,458.7142857142857,292.14285714285717,2332.0,8.0,110.0,0.4516129032258064,0.8571428571428571,5.573333333333333,8.31891891891892,0.6432432432432432,458.7142857142857,292.14285714285717,,,0.7444652110988124,166.57142857142858,0.7142857142857143,0.5714285714285714,0.5207100591715976,105.0,,,,,443.07142857142856,1571.0,,427.76190476190476,
Michigan,2023.0,B1G,0.0,None,297.0,198.0,17.0,11.0,22.0,33.0,3.0,9.0,9.0,3.0,15.0,4.0,0.0,419.0,51.0,5.0,18.0,0.0,0.0,251.0,314.0,18.0,18.0,3205.0,2355.0,361.0,414.0,260.0,229.0,18.0,5.0,24.0,8.0,45.0,75.0,412.0,605.0,29002.0,24998.0,0.0,0.0,316.0,73.0,31.0,10.0,563.0,450.0,40.0,9.0,2536.0,1348.0,38.0,19.0,84.0,45.0,74.0,57.0,173.0,196.0,5741.0,3703.0,8.0,27.0,,382.73333333333335,246.86666666666667,2038.0,19.0,99.0,0.4277456647398844,0.7727272727272727,4.504440497335701,8.878116343490305,0.7202216066481995,382.73333333333335,246.86666666666667,,,0.7386997774305287,135.86666666666667,0.5333333333333333,1.2666666666666666,0.441734889392092,122.0,,,,,458.7142857142857,2332.0,,428.17301587301586,
Michigan,2024.0,B1G,0.0,None,210.0,226.0,12.0,5.0,17.0,14.0,7.0,6.0,6.0,7.0,13.0,2.0,0.0,149.0,139.0,13.0,12.0,0.0,0.0,495.0,188.0,24.0,13.0,1678.0,2812.0,308.0,435.0,190.0,262.0,12.0,13.0,12.0,19.0,51.0,54.0,514.0,409.0,24885.0,21915.0,0.0,0.0,158.0,239.0,15.0,14.0,484.0,384.0,18.0,10.0,2046.0,1180.0,36.0,16.0,79.0,65.0,74.0,77.0,177.0,186.0,3724.0,3992.0,20.0,18.0,,286.46153846153845,307.0769230769231,-268.0,-2.0,-16.0,0.4180790960451977,0.7058823529411765,4.2272727272727275,5.4480519480519485,0.6168831168831169,286.46153846153845,307.0769230769231,,,0.45891763149228015,-20.615384615384617,1.5384615384615385,-0.15384615384615385,0.5494092373791621,115.0,,,,,382.73333333333335,2038.0,,375.96971916971916,
Michigan State,2018.0,B1G,0.0,None,263.0,213.0,7.0,6.0,19.0,17.0,8.0,9.0,9.0,8.0,13.0,1.0,1.0,154.0,169.0,14.0,14.0,0.0,0.0,448.0,520.0,19.0,29.0,2826.0,2928.0,491.0,477.0,254.0,280.0,14.0,14.0,12.0,14.0,78.0,68.0,709.0,635.0,25612.0,21133.0,0.0,0.0,143.0,151.0,22.0,28.0,466.0,389.0,13.0,8.0,1621.0,1020.0,26.0,26.0,85.0,70.0,69.0,58.0,206.0,193.0,4447.0,3948.0,22.0,23.0,,342.0769230769231,303.6923076923077,499.0,1.0,50.0,0.3349514563106796,0.3684210526315789,3.4785407725321886,5.755600814663951,0.5173116089613035,342.0769230769231,303.6923076923077,,,0.5700557951594347,38.38461538461539,1.6923076923076923,0.07692307692307693,0.36451540364290536,111.0,,,,,394.43589743589746,134.5,,342.0769230769231,
Michigan State,2019.0,B1G,0.0,None,274.0,225.0,13.0,10.0,21.0,21.0,9.0,10.0,14.0,15.0,13.0,1.0,2.0,124.0,195.0,15.0,12.0,0.0,0.0,446.0,867.0,28.0,43.0,3182.0,2702.0,464.0,403.0,270.0,241.0,12.0,15.0,17.0,24.0,75.0,88.0,700.0,836.0,24483.0,22312.0,0.0,0.0,167.0,217.0,27.0,23.0,468.0,440.0,12.0,11.0,1653.0,1477.0,49.0,21.0,127.0,76.0,70.0,64.0,192.0,184.0,4835.0,4179.0,24.0,22.0,,371.9230769230769,321.46153846153845,656.0,-2.0,49.0,0.3645833333333333,0.6190476190476191,3.532051282051282,6.857758620689655,0.5818965517241379,371.9230769230769,321.46153846153845,,,0.5855423405338389,50.46153846153846,1.8461538461538463,-0.15384615384615385,0.3418821096173733,176.0,,,,,342.0769230769231,499.0,,357.0,
